"Name","epoch/val_categorical_accuracy (Max)","epoch/categorical_accuracy (Max)","State","Notes","User","Tags","Created","Runtime","Sweep","T_max","epochs","features","max_lr","min_lr","scheduler","train_size","unique_classes","val_size","video_length","epoch/categorical_crossentropy","epoch/epoch","epoch/loss","epoch/val_categorical_crossentropy","epoch/val_loss","epoch/f1_micro_tf","epoch/mcc_metric_tf","epoch/val_f1_micro_tf","epoch/val_mcc_metric_tf","epoch/learning_rate"
"AK-BGRU256-LR-Dense256-gelu-fs=60-cls=5","0.7774999737739563","1","finished","Model summary : 
","mlewand","","2024-04-25T12:25:39.000Z","515","","101","200","all","0.0001","0.00005","cosineAnnealer","1600","5","400","60","","199","0.04849465191364288","","0.9439808130264282","1","1","0.7574999928474426","0.6990758776664734","0.000025072540665860288"
"AK-BGRU128-LR-Dense256-gelu-fs=60-cls=5","0.7774999737739563","1","finished","Model summary : 
","mlewand","","2024-04-25T12:18:28.000Z","428","","101","200","all","0.0001","0.00005","cosineAnnealer","1600","5","400","60","","199","0.04846820235252381","","1.0899300575256348","1","1","0.7524999976158142","0.6960449814796448","0.000025072540665860288"
"AK-BGRU64-LR-Dense256-gelu-fs=60-cls=5","0.7825000286102295","1","finished","Model summary : 
","mlewand","","2024-04-25T12:10:53.000Z","453","","101","200","all","0.0001","0.00005","cosineAnnealer","1600","5","400","60","","199","0.05058438703417778","","0.9477565884590148","0.9993749856948853","0.9992574453353882","0.7825000286102295","0.7291911840438843","0.000025072540665860288"
"AK-BGRU32-LR-Dense256-gelu-fs=60-cls=5","0.7724999785423279","1","finished","Model summary : 
","mlewand","","2024-04-25T12:02:14.000Z","516","","101","200","all","0.0001","0.00005","cosineAnnealer","1600","5","400","60","","199","0.057507384568452835","","0.941999077796936","0.9981250166893004","0.997709572315216","0.75","0.6913335919380188","0.000025072540665860288"
"AK-BGRU16-LR-Dense256-gelu-fs=60-cls=5","0.7900000214576721","0.9925000071525574","finished","Model summary : 
","mlewand","","2024-04-25T11:54:01.000Z","491","","101","200","all","0.0001","0.00005","cosineAnnealer","1600","5","400","60","","199","0.10005583614110948","","0.898545503616333","0.9881250262260436","0.9850844740867616","0.762499988079071","0.7034503221511841","0.000025072540665860288"
"AK-BLSTM256-LR-Dense256-gelu-cls=3","0.7649999856948853","1","finished","Model summary : 
","mlewand","","2024-04-25T11:44:42.000Z","556","","101","200","all","0.0001","0.00005","cosineAnnealer","1600","5","400","60","","199","0.046265553683042526","","1.14114511013031","1","1","0.7574999928474426","0.6994288563728333","0.000025072540665860288"
"AK-BLSTM128-LR-Dense256-gelu-fs=60-cls=5","0.7925000190734863","1","finished","Model summary : 
","mlewand","","2024-04-25T11:36:09.000Z","511","","101","200","all","0.0001","0.00005","cosineAnnealer","1600","5","400","60","","199","0.05198395624756813","","1.0396525859832764","1","1","0.7825000286102295","0.7297584414482117","0.000025072540665860288"
"AK-BLSTM64-LR-Dense256-gelu-cls=3","0.7774999737739563","0.9987499713897704","finished","Model summary : 
","mlewand","","2024-04-25T11:28:36.000Z","451","","101","200","all","0.0001","0.00005","cosineAnnealer","1600","5","400","60","","199","0.06524627655744553","","1.053091526031494","0.9987499713897704","0.9984259009361268","0.7699999809265137","0.7081590890884399","0.000025072540665860288"
"AK-BLSTM32-LR-Dense256-gelu-fs=60-cls=5","0.7850000262260437","0.9987499713897704","finished","Model summary : 
","mlewand","","2024-04-25T11:19:26.000Z","547","","101","200","all","0.0001","0.00005","cosineAnnealer","1600","5","400","60","","199","0.07230120152235031","","0.8815782070159912","0.996874988079071","0.996186912059784","0.7850000262260437","0.7331461906433105","0.000025072540665860288"
"AK-BLSTM16-LR-Dense256-gelu-fs=60-cls=5","0.7799999713897705","0.9887499809265136","finished","Model summary : 
","mlewand","","2024-04-25T11:10:49.000Z","515","","101","200","all","0.0001","0.00005","cosineAnnealer","1600","5","400","60","","199","0.10750335454940796","","0.9279782772064208","0.9850000143051147","0.9811667799949646","0.7524999976158142","0.694810152053833","0.000025072540665860288"
"AK-GRU512-LR-Dense256-gelu-fs=60-cls=5","0.8374999761581421","0.9868749976158142","finished","Model summary : 
","mlewand","","2024-04-25T11:04:59.000Z","347","","101","200","all","0.0001","0.00005","cosineAnnealer","1600","5","400","60","","199","0.09864381700754166","","0.833405077457428","0.9868749976158142","0.9833682775497437","0.8149999976158142","0.7661511898040771","0.000025072540665860288"
"AK-GRU256-LR-Dense256-gelu-fs=60-cls=5","0.8224999904632568","0.953125","finished","Model summary : 
","mlewand","","2024-04-25T10:59:18.000Z","338","","101","200","all","0.0001","0.00005","cosineAnnealer","1600","5","400","60","","199","0.2085174173116684","","0.8542444109916687","0.9506250023841858","0.9387822151184082","0.7850000262260437","0.7270621657371521","0.000025072540665860288"
"AK-GRU128-LR-Dense256-gelu-fs=60-cls=5","0.8050000071525574","0.903124988079071","finished","Model summary : 
","mlewand","","2024-04-25T10:52:55.000Z","380","","101","200","all","0.0001","0.00005","cosineAnnealer","1600","5","400","60","","199","0.3576423227787018","","0.7324941158294678","0.8974999785423279","0.8729569315910339","0.7875000238418579","0.7318657040596008","0.000025072540665860288"
"AK-GRU64-LR-Dense256-gelu-fs=60-cls=5","0.7774999737739563","0.8500000238418579","finished","Model summary : 
","mlewand","","2024-04-25T10:46:23.000Z","390","","101","200","all","0.0001","0.00005","cosineAnnealer","1600","5","400","60","","199","0.45612379908561707","","0.6794111132621765","0.8493750095367432","0.8139410614967346","0.7475000023841858","0.6844853162765503","0.000025072540665860288"
"AK-GRU32-LR-Dense256-gelu-fs=60-cls=5","0.7450000047683716","0.7975000143051147","finished","Model summary : 
","mlewand","","2024-04-25T10:39:38.000Z","403","","101","200","all","0.0001","0.00005","cosineAnnealer","1600","5","400","60","","199","0.5422770977020264","","0.6591172218322754","0.7975000143051147","0.7485855221748352","0.7174999713897705","0.6447227597236633","0.000025072540665860288"
"AK-GRU16-LR-Dense256-gelu-fs=60-cls=5","0.6875","0.7368749976158142","finished","Model summary : 
","mlewand","","2024-04-25T10:33:11.000Z","384","","101","200","all","0.0001","0.00005","cosineAnnealer","1600","5","400","60","","199","0.6354581713676453","","0.7570393085479736","0.7368749976158142","0.6738120913505554","0.6825000047683716","0.6035383343696594","0.000025072540665860288"
"AK-GRU16-LR-Dense256-gelu-fs=60-cls=5","0.5299999713897705","0.5881249904632568","crashed","Model summary : 
","mlewand","","2024-04-25T01:55:33.000Z","139","","101","200","all","0.0001","0.00005","cosineAnnealer","1600","5","400","60","","74","0.8994414806365967","","0.9274261593818665","0.5837500095367432","0.4923659563064575","0.5274999737739563","0.4292415976524353","0.00003660924994619563"
"AK-LSTM256-LR-Dense128-gelu-fs=60-cls=3","0.7875000238418579","1","finished","Model summary : 
","mlewand","","2024-04-25T01:51:02.000Z","269","","101","200","all","0.0001","0.00005","cosineAnnealer","1600","5","400","60","","199","0.034354232251644135","","1.0876953601837158","1","1","0.7674999833106995","0.7115858197212219","0.000025072540665860288"
"AK-LSTM256-LR-Dense128-gelu-fs=60-cls=3","0.7825000286102295","1","finished","Model summary : 
","mlewand","","2024-04-25T01:46:57.000Z","242","","101","200","all","0.0001","0.00005","cosineAnnealer","1600","5","400","60","","199","0.045040857046842575","","1.0333019495010376","1","1","0.7699999809265137","0.7112740278244019","0.000025072540665860288"
"AK-LSTM128-LR-Dense256-fs=60-cls=5","0.8075000047683716","0.921875","finished","Model summary : 
","mlewand","","2024-04-25T01:42:16.000Z","279","","101","200","all","0.0001","0.00005","cosineAnnealer","1600","5","400","60","","199","0.2984975576400757","","0.6968575119972229","0.921875","0.9044904112815856","0.7774999737739563","0.7251785397529602","0.000025072540665860288"
"AK-LSTM64-LR-Dense256-fs=60-cls=5","0.8075000047683716","0.8799999952316284","finished","Model summary : 
","mlewand","","2024-04-25T01:37:39.000Z","274","","101","200","all","0.0001","0.00005","cosineAnnealer","1600","5","400","60","","199","0.3937602937221527","","0.6205634474754333","0.8799999952316284","0.8506001234054565","0.7975000143051147","0.7445509433746338","0.000025072540665860288"
"AK-LSTM32-LR-Dense256-fs=60-cls=5","0.7325000166893005","0.8181250095367432","finished","Model summary : 
","mlewand","","2024-04-25T01:33:06.000Z","270","","101","200","all","0.0001","0.00005","cosineAnnealer","1600","5","400","60","","199","0.5164327621459961","","0.7218111157417297","0.8181250095367432","0.7756097316741943","0.7124999761581421","0.6324055790901184","0.000025072540665860288"
"AK-LSTM16-LR-Dense256-fs=60-cls=5","0.6575000286102295","0.7300000190734863","finished","Model summary : 
","mlewand","","2024-04-25T01:28:22.000Z","282","","101","200","all","0.0001","0.00005","cosineAnnealer","1600","5","400","60","","199","0.6494148969650269","","0.7511223554611206","0.71875","0.6563412547111511","0.6324999928474426","0.5443947315216064","0.000025072540665860288"
"AK-BGRU256-LR-Dense256-gelu-fs=15-cls=5","0.7925000190734863","0.978124976158142","finished","Model summary : 
","mlewand","","2024-04-25T01:07:10.000Z","246","","101","200","all","0.0001","0.00005","cosineAnnealer","1600","5","400","15","","199","0.20757144689559937","","1.057239294052124","0.962499976158142","0.9531933069229126","0.7524999976158142","0.6954625844955444","0.000025072540665860288"
"AK-BGRU128-LR-Dense256-gelu-fs=15-cls=5","0.8075000047683716","0.9637500047683716","finished","Model summary : 
","mlewand","","2024-04-25T01:02:54.000Z","253","","101","200","all","0.0001","0.00005","cosineAnnealer","1600","5","400","15","","199","0.21696916222572327","","0.8112332820892334","0.9606249928474426","0.9510113000869752","0.7799999713897705","0.7277723550796509","0.000025072540665860288"
"AK-BGRU64-LR-Dense256-gelu-fs=15-cls=5","0.8149999976158142","0.9449999928474426","finished","Model summary : 
","mlewand","","2024-04-25T00:58:29.000Z","262","","101","200","all","0.0001","0.00005","cosineAnnealer","1600","5","400","15","","199","0.2496509701013565","","0.6876326203346252","0.943750023841858","0.9293533563613892","0.800000011920929","0.7521288394927979","0.000025072540665860288"
"AK-BGRU32-LR-Dense256-gelu-fs=15-cls=5","0.8349999785423279","0.9300000071525574","finished","Model summary : 
","mlewand","","2024-04-25T00:54:00.000Z","267","","101","200","all","0.0001","0.00005","cosineAnnealer","1600","5","400","15","","199","0.2829916477203369","","0.6042437553405762","0.9300000071525574","0.9124166369438172","0.8199999928474426","0.7768680453300476","0.000025072540665860288"
"AK-BGRU16-LR-Dense256-gelu-fs=15-cls=5","0.8349999785423279","0.8999999761581421","finished","Model summary : 
","mlewand","","2024-04-25T00:49:14.000Z","284","","101","200","all","0.0001","0.00005","cosineAnnealer","1600","5","400","15","","199","0.3233197331428528","","0.5784175992012024","0.8999999761581421","0.875355064868927","0.8075000047683716","0.7633851766586304","0.000025072540665860288"
"AK-BLSTM256-LR-Dense256-gelu-cls=3","0.7975000143051147","0.975624978542328","finished","Model summary : 
","mlewand","","2024-04-25T00:45:28.000Z","224","","101","200","all","0.0001","0.00005","cosineAnnealer","1600","5","400","15","","199","0.2096158862113953","","0.9665913581848145","0.9731249809265136","0.9660377502441406","0.762499988079071","0.7028953433036804","0.000025072540665860288"
"AK-BLSTM128-LR-Dense256-gelu-fs=15-cls=5","0.8050000071525574","0.965624988079071","finished","Model summary : 
","mlewand","","2024-04-25T00:40:58.000Z","268","","101","200","all","0.0001","0.00005","cosineAnnealer","1600","5","400","15","","199","0.2384711503982544","","0.8978312015533447","0.9518749713897704","0.939891755580902","0.7799999713897705","0.726869523525238","0.000025072540665860288"
"AK-BLSTM64-LR-Dense256-gelu-cls=3","0.7925000190734863","0.9512500166893004","finished","Model summary : 
","mlewand","","2024-04-25T00:36:37.000Z","258","","101","200","all","0.0001","0.00005","cosineAnnealer","1600","5","400","15","","199","0.2580444812774658","","0.8969609141349792","0.940625011920929","0.9257587194442748","0.7749999761581421","0.7250520586967468","0.000025072540665860288"
"AK-BLSTM32-LR-Dense256-gelu-fs=15-cls=5","0.8050000071525574","0.925000011920929","finished","Model summary : 
","mlewand","","2024-04-25T00:31:44.000Z","291","","101","200","all","0.0001","0.00005","cosineAnnealer","1600","5","400","15","","199","0.3136787712574005","","0.8076820373535156","0.9075000286102296","0.8856053948402405","0.7649999856948853","0.7134541273117065","0.000025072540665860288"
"AK-BLSTM16-LR-Dense256-gelu-fs=15-cls=5","0.8050000071525574","0.8987500071525574","finished","Model summary : 
","mlewand","","2024-04-25T00:26:52.000Z","290","","101","200","all","0.0001","0.00005","cosineAnnealer","1600","5","400","15","","199","0.3406822681427002","","0.7089311480522156","0.8987500071525574","0.874708354473114","0.7699999809265137","0.7164292335510254","0.000025072540665860288"
"AK-GRU512-LR-Dense256-gelu-fs=15-cls=5","0.824999988079071","0.9474999904632568","finished","Model summary : 
","mlewand","","2024-04-25T00:23:32.000Z","197","","101","200","all","0.0001","0.00005","cosineAnnealer","1600","5","400","15","","199","0.24575960636138916","","0.691117525100708","0.9431250095367432","0.9292619824409484","0.800000011920929","0.749978244304657","0.000025072540665860288"
"AK-GRU256-LR-Dense256-gelu-fs=15-cls=5","0.8424999713897705","0.9193750023841858","finished","Model summary : 
","mlewand","","2024-04-25T00:20:15.000Z","195","","101","200","all","0.0001","0.00005","cosineAnnealer","1600","5","400","15","","199","0.2955373525619507","","0.5985593795776367","0.9168750047683716","0.8960780501365662","0.8349999785423279","0.7929986715316772","0.000025072540665860288"
"AK-GRU128-LR-Dense256-gelu-fs=15-cls=5","0.8349999785423279","0.8831250071525574","finished","Model summary : 
","mlewand","","2024-04-25T00:16:52.000Z","201","","101","200","all","0.0001","0.00005","cosineAnnealer","1600","5","400","15","","199","0.37918293476104736","","0.555404782295227","0.8743749856948853","0.8448237776756287","0.8224999904632568","0.7775465250015259","0.000025072540665860288"
"AK-GRU64-LR-Dense256-gelu-fs=15-cls=5","0.8224999904632568","0.8631250262260437","finished","Model summary : 
","mlewand","","2024-04-25T00:13:25.000Z","205","","101","200","all","0.0001","0.00005","cosineAnnealer","1600","5","400","15","","199","0.40280163288116455","","0.564714789390564","0.8518750071525574","0.8153733015060425","0.8125","0.7670251727104187","0.000025072540665860288"
"AK-GRU32-LR-Dense256-gelu-fs=15-cls=5","0.8149999976158142","0.8299999833106995","finished","Model summary : 
","mlewand","","2024-04-25T00:09:51.000Z","212","","101","200","all","0.0001","0.00005","cosineAnnealer","1600","5","400","15","","199","0.49252769351005554","","0.5885112881660461","0.8262500166893005","0.7859824895858765","0.7774999737739563","0.7276968359947205","0.000025072540665860288"
"AK-GRU16-LR-Dense256-gelu-fs=15-cls=5","0.7825000286102295","0.8031250238418579","finished","Model summary : 
","mlewand","","2024-04-25T00:06:20.000Z","208","","101","200","all","0.0001","0.00005","cosineAnnealer","1600","5","400","15","","199","0.5453743934631348","","0.6353200078010559","0.8018749952316284","0.7555487751960754","0.7450000047683716","0.6798052787780762","0.000025072540665860288"
"AK-LSTM256-LR-Dense128-gelu-fs=15-cls=3","0.7975000143051147","0.975000023841858","finished","Model summary : 
","mlewand","","2024-04-25T00:03:09.000Z","189","","101","200","all","0.0001","0.00005","cosineAnnealer","1600","5","400","15","","199","0.195373997092247","","1.083204984664917","0.9612500071525574","0.9518001079559326","0.7450000047683716","0.6858669519424438","0.000025072540665860288"
"AK-LSTM256-LR-Dense128-gelu-fs=15-cls=3","0.7925000190734863","0.9662500023841858","finished","Model summary : 
","mlewand","","2024-04-25T00:00:00.000Z","186","","101","200","all","0.0001","0.00005","cosineAnnealer","1600","5","400","15","","199","0.2200016975402832","","0.8722351789474487","0.9512500166893004","0.9394128322601318","0.7699999809265137","0.7128275036811829","0.000025072540665860288"
"AK-LSTM128-LR-Dense256-fs=15-cls=5","0.8199999928474426","0.9049999713897704","finished","Model summary : 
","mlewand","","2024-04-24T23:56:49.000Z","188","","101","200","all","0.0001","0.00005","cosineAnnealer","1600","5","400","15","","199","0.33203890919685364","","0.6839662194252014","0.8974999785423279","0.8734973073005676","0.8025000095367432","0.7515091896057129","0.000025072540665860288"
"AK-LSTM64-LR-Dense256-fs=15-cls=5","0.8199999928474426","0.8824999928474426","finished","Model summary : 
","mlewand","","2024-04-24T23:53:26.000Z","200","","101","200","all","0.0001","0.00005","cosineAnnealer","1600","5","400","15","","199","0.39841628074646","","0.648403525352478","0.8693749904632568","0.836747407913208","0.7724999785423279","0.7217178344726562","0.000025072540665860288"
"AK-LSTM32-LR-Dense256-fs=15-cls=5","0.7850000262260437","0.8612499833106995","finished","Model summary : 
","mlewand","","2024-04-24T23:50:05.000Z","199","","101","200","all","0.0001","0.00005","cosineAnnealer","1600","5","400","15","","199","0.4473924934864044","","0.6118903160095215","0.84375","0.8078625202178955","0.7825000286102295","0.7258344888687134","0.000025072540665860288"
"AK-LSTM16-LR-Dense256-fs=15-cls=5","0.7875000238418579","0.8087499737739563","finished","Model summary : 
","mlewand","","2024-04-24T23:46:41.000Z","202","","101","200","all","0.0001","0.00005","cosineAnnealer","1600","5","400","15","","199","0.5611621141433716","","0.7474405169487","0.8012499809265137","0.7539249658584595","0.7425000071525574","0.6740772724151611","0.000025072540665860288"
"AK-BGRU256-LR-Dense256-gelu-fs=36-cls=5","","","finished","Model summary : 
","mlewand","","2024-04-24T23:19:59.000Z","1566","","101","200","all","0.0001","0.00005","cosineAnnealer","1600","5","400","36","","","","","","","","","",""
"AK-BGRU128-LR-Dense256-gelu-fs=36-cls=5","0.7975000143051147","0.9993749856948853","finished","Model summary : 
","mlewand","","2024-04-24T23:15:22.000Z","274","","101","200","all","0.0001","0.00005","cosineAnnealer","1600","5","400","36","","199","0.081346794962883","","0.8665826916694641","0.9956250190734864","0.9945262670516968","0.7799999713897705","0.7303792834281921","0.000025072540665860288"
"AK-BGRU64-LR-Dense256-gelu-fs=36-cls=5","0.8125","0.9962499737739564","finished","Model summary : 
","mlewand","","2024-04-24T23:10:43.000Z","276","","101","200","all","0.0001","0.00005","cosineAnnealer","1600","5","400","36","","199","0.09010814875364304","","0.8229860067367554","0.9962499737739564","0.9951770305633544","0.7724999785423279","0.7221336364746094","0.000025072540665860288"
"AK-BGRU32-LR-Dense256-gelu-fs=36-cls=5","0.8224999904632568","0.9918749928474426","finished","Model summary : 
","mlewand","","2024-04-24T23:04:55.000Z","346","","101","200","all","0.0001","0.00005","cosineAnnealer","1600","5","400","36","","199","0.12295235693454742","","0.7774615287780762","0.9831249713897704","0.9787979125976562","0.7950000166893005","0.7446388006210327","0.000025072540665860288"
"AK-BGRU16-LR-Dense256-gelu-fs=36-cls=5","0.8324999809265137","0.975000023841858","finished","Model summary : 
","mlewand","","2024-04-24T22:59:29.000Z","324","","101","200","all","0.0001","0.00005","cosineAnnealer","1600","5","400","36","","199","0.15886126458644867","","0.6165953874588013","0.9693750143051147","0.9617751240730286","0.8224999904632568","0.7822210788726807","0.000025072540665860288"
"AK-BLSTM256-LR-Dense256-gelu-cls=3","0.7975000143051147","0.9993749856948853","finished","Model summary : 
","mlewand","","2024-04-24T22:54:57.000Z","270","","101","200","all","0.0001","0.00005","cosineAnnealer","1600","5","400","36","","199","0.07065392285585403","","0.8273414373397827","0.9993749856948853","0.999234676361084","0.7975000143051147","0.7481448650360107","0.000025072540665860288"
"AK-BLSTM128-LR-Dense256-gelu-cls=3","0.8100000023841858","0.9981250166893004","finished","Model summary : 
","mlewand","","2024-04-24T22:50:04.000Z","291","","101","200","all","0.0001","0.00005","cosineAnnealer","1600","5","400","36","","199","0.08148767799139023","","0.9664183259010316","0.9975000023841858","0.9967719316482544","0.7799999713897705","0.7291049957275391","0.000025072540665860288"
"AK-BLSTM64-LR-Dense256-gelu-cls=3","0.8075000047683716","0.9950000047683716","finished","Model summary : 
","mlewand","","2024-04-24T22:44:47.000Z","314","","101","200","all","0.0001","0.00005","cosineAnnealer","1600","5","400","36","","199","0.10120107978582382","","0.7133544087409973","0.9881250262260436","0.9853845238685608","0.8025000095367432","0.7538272142410278","0.000025072540665860288"
